id,name,year,category,country
1,Galápagos Islands,1978,Natural,Ecuador
2,City of Quito,1978,Cultural,Ecuador
3,Aachen Cathedral ,1978,Cultural,Germany
4,L’Anse aux Meadows National Historic Site,1978,Cultural,Canada
8,Ichkeul National Park,1980,Natural,Tunisia
9,Simien National Park,1978,Natural,Ethiopia
10,Lower Valley of the Awash,1980,Cultural,Ethiopia
12,Tiya,1980,Cultural,Ethiopia
15,Aksum,1980,Cultural,Ethiopia
17,Lower Valley of the Omo,1980,Cultural,Ethiopia
18,Rock-Hewn Churches - Lalibela,1978,Cultural,Ethiopia
19,Fasil Ghebbi - Gondar Region,1979,Cultural,Ethiopia
20,Ancient City of Damascus,1979,Cultural,Syrian Arab Republic
21,Ancient City of Aleppo,1986,Cultural,Syrian Arab Republic
22,Ancient City of Bosra,1980,Cultural,Syrian Arab Republic
23,Site of Palmyra,1980,Cultural,Syrian Arab Republic
24,Nahanni National Park,1978,Natural,Canada
25,Djoudj National Bird Sanctuary,1981,Natural,Senegal
26,Island of Gorée,1978,Cultural,Senegal
27,Mesa Verde National Park,1978,Cultural,United States of America
28,Yellowstone National Park,1978,Natural,United States of America
29,Historic Centre of Kraków,1978,Cultural,Poland
30,Historic Centre of Warsaw,1980,Cultural,Poland
31,Auschwitz Birkenau German Nazi Concentration and Extermination Camp (1940-1945),1979,Cultural,Poland
32,Wieliczka and Bochnia Royal Salt Mines,1978,Cultural,Poland
34,Forts and Castles - Volta - Greater Accra - Central and Western Regions,1979,Cultural,Ghana
35,Asante Traditional Buildings,1980,Cultural,Ghana
36,Medina of Tunis,1979,Cultural,Tunisia
37,Archaeological Site of Carthage,1979,Cultural,Tunisia
38,Amphitheatre of El Jem,1979,Cultural,Tunisia
39,Ngorongoro Conservation Area,1979,Mixed,United Republic of Tanzania
42,Boyana Church,1979,Cultural,Bulgaria
43,Madara Rider,1979,Cultural,Bulgaria
44,Thracian Tomb of Kazanlak,1979,Cultural,Bulgaria
45,Rock-Hewn Churches of Ivanovo,1979,Cultural,Bulgaria
55,Røros Mining Town and the Circumference,1980,Cultural,Norway
58,Urnes Stave Church,1979,Cultural,Norway
59,Bryggen,1979,Cultural,Norway
63,Virunga National Park,1979,Natural,Democratic Republic of the Congo
64,Tikal National Park,1979,Mixed,Guatemala
65,Antigua Guatemala,1979,Cultural,Guatemala
71,Dinosaur Provincial Park,1979,Natural,Canada
75,Grand Canyon National Park,1979,Natural,United States of America
76,Everglades National Park,1979,Natural,United States of America
78,Independence Hall,1979,Cultural,United States of America
79,Paphos,1980,Cultural,Cyprus
80,Mont-Saint-Michel and its Bay,1979,Cultural,France
81,Chartres Cathedral,1979,Cultural,France
83,Palace and Park of Versailles,1979,Cultural,France
84,Vézelay - Church and Hill,1979,Cultural,France
85,Prehistoric Sites and Decorated Caves of the Vézère Valley,1979,Cultural,France
86,Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,1979,Cultural,Egypt
87,Ancient Thebes with its Necropolis,1979,Cultural,Egypt
88,Nubian Monuments from Abu Simbel to Philae,1979,Cultural,Egypt
89,Historic Cairo,1979,Cultural,Egypt
90,Abu Mena,1979,Cultural,Egypt
93,Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,1980,Cultural,Italy
94,Rock Drawings in Valcamonica,1979,Cultural,Italy
95,Old City of Dubrovnik,1979,Cultural,Croatia
96,Stari Ras and Sopo?ani,1979,Cultural,Serbia
97,Historical Complex of Split with the Palace of Diocletian,1979,Cultural,Croatia
98,Plitvice Lakes National Park,1979,Natural,Croatia
99,Natural and Cultural Heritage of the Ohrid region,1979,Mixed,the former Yugoslav Republic of Macedonia
100,Durmitor National Park,1980,Natural,Montenegro
102,Al Qal'a of Beni Hammad,1980,Cultural,Algeria
113,Tchogha Zanbil,1979,Cultural,Iran (Islamic Republic of)
114,Persepolis,1979,Cultural,Iran (Islamic Republic of)
115,Meidan Emam - Esfahan,1979,Cultural,Iran (Islamic Republic of)
116,Old Towns of Djenné,1988,Cultural,Mali
119,Timbuktu,1988,Cultural,Mali
120,Sagarmatha National Park,1979,Natural,Nepal
121,Kathmandu Valley ,1979,Cultural,Nepal
124,Historic Town of Ouro Preto,1980,Cultural,Brazil
125,Natural and Culturo-Historical Region of Kotor,1979,Cultural,Montenegro
129,Maya Site of Copan,1980,Cultural,Honduras
130,?al Saflieni Hypogeum,1980,Cultural,Malta
131,City of Valletta,1980,Cultural,Malta
132,Megalithic Temples of Malta,1980,Cultural,Malta
134,Redwood National and State Parks,1980,Natural,United States of America
135,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,1980,Cultural,Panama
136,Garamba National Park,1980,Natural,Democratic Republic of the Congo
137,Kahuzi-Biega National Park,1980,Natural,Democratic Republic of the Congo
138,Archaeological Ruins at Moenjodaro,1980,Cultural,Pakistan
139,Taxila,1980,Cultural,Pakistan
140,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,1980,Cultural,Pakistan
143,Historical Monuments at Makli - Thatta,1981,Cultural,Pakistan
144,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,1981,Cultural,United Republic of Tanzania
145,Los Glaciares National Park,1981,Natural,Argentina
147,Kakadu National Park,1981,Mixed,Australia
148,Old City of Jerusalem and its Walls,1981,Cultural,Jerusalem (Site proposed by Jordan)
149,Archaeological Park and Ruins of Quirigua,1981,Cultural,Guatemala
150,Mammoth Cave National Park,1981,Natural,United States of America
151,Olympic National Park,1981,Natural,United States of America
153,Niokolo-Koba National Park,1981,Natural,Senegal
154,Great Barrier Reef,1981,Natural,Australia
156,Serengeti National Park,1981,Natural,United Republic of Tanzania
157,S<U>G</U>ang Gwaay,1981,Cultural,Canada
158,Head-Smashed-In Buffalo Jump,1981,Cultural,Canada
159,Darien National Park,1981,Natural,Panama
160,Palace and Park of Fontainebleau,1981,Cultural,France
162,Amiens Cathedral,1981,Cultural,France
163,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",1981,Cultural,France
164,Arles - Roman and Romanesque Monuments,1981,Cultural,France
165,Cistercian Abbey of Fontenay,1981,Cultural,France
166,Sydney Opera House,2007,Cultural,Australia
167,Willandra Lakes Region,1981,Mixed,Australia
168,Speyer Cathedral,1981,Cultural,Germany
169,Würzburg Residence with the Court Gardens and Residence Square,1981,Cultural,Germany
170,Medina of Fez,1981,Cultural,Morocco
171,Fort and Shalamar Gardens in Lahore,1981,Cultural,Pakistan
173,Stone Town of Zanzibar,2000,Cultural,United Republic of Tanzania
174,Historic Centre of Florence,1982,Cultural,Italy
175,Medici Villas and Gardens in Tuscany,2013,Cultural,Italy
179,Tassili n'Ajjer,1982,Mixed,Algeria
180,National History Park – Citadel - Sans Souci - Ramiers,1982,Cultural,Haiti
181,Tasmanian Wilderness,1982,Mixed,Australia
183,Archaeological Site of Leptis Magna,1982,Cultural,Libya
184,Archaeological Site of Sabratha,1982,Cultural,Libya
185,Aldabra Atoll,1982,Natural,Seychelles
186,Lord Howe Island Group,1982,Natural,Australia
187,St Mary's Cathedral and St Michael's Church at Hildesheim,1985,Cultural,Germany
188,M'Zab Valley,1982,Cultural,Algeria
189,Historic Centre of the Town of Olinda,1982,Cultural,Brazil
190,Archaeological Site of Cyrene,1982,Cultural,Libya
191,Djémila,1982,Cultural,Algeria
192,Old Walled City of Shibam,1982,Cultural,Yemen
193,Tipasa,1982,Cultural,Algeria
194,Timgad,1982,Cultural,Algeria
195,Taï National Park,1982,Natural,Côte d'Ivoire
196,Río Plátano Biosphere Reserve,1982,Natural,Honduras
198,Cahokia Mounds State Historic Site,1982,Cultural,United States of America
199,Selous Game Reserve,1982,Natural,United Republic of Tanzania
200,Sacred City of Anuradhapura,1982,Cultural,Sri Lanka
201,Ancient City of Polonnaruwa,1982,Cultural,Sri Lanka
202,Ancient City of Sigiriya,1982,Cultural,Sri Lanka
203,From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans - the Production of Open-pan Salt ,1982,Cultural,France
204,Old Havana and its Fortification System,1982,Cultural,Cuba
206,Central Zone of the Town of Angra do Heroismo in the Azores,1983,Cultural,Portugal
208,Cultural Landscape and Archaeological Remains of the Bamiyan Valley,2003,Cultural,Afghanistan
211,Minaret and Archaeological Remains of Jam,2002,Cultural,Afghanistan
216,Rila Monastery,1983,Cultural,Bulgaria
217,Ancient City of Nessebar,1983,Cultural,Bulgaria
219,Srebarna Nature Reserve,1983,Natural,Bulgaria
225,Pirin National Park,1983,Natural,Bulgaria
227,Comoé National Park,1983,Natural,Côte d'Ivoire
228,Historic Centre of Avignon: Papal Palace - Episcopal Ensemble and Avignon Bridge,1995,Cultural,France
229,Place Stanislas - Place de la Carrière and Place d'Alliance in Nancy,1983,Cultural,France
230,Abbey Church of Saint-Savin sur Gartempe,1983,Cultural,France
231,Red Fort Complex,2007,Cultural,India
232,Humayun's Tomb - Delhi,1993,Cultural,India
233,Qutb Minar and its Monuments - Delhi,1993,Cultural,India
234,Churches and Convents of Goa,1986,Cultural,India
239,Group of Monuments at Pattadakal,1987,Cultural,India
240,Khajuraho Group of Monuments,1986,Cultural,India
241,Group of Monuments at Hampi,1986,Cultural,India
242,Ajanta Caves,1983,Cultural,India
243,Ellora Caves,1983,Cultural,India
244,Elephanta Caves,1987,Cultural,India
246,Sun Temple - Konârak,1984,Cultural,India
247,Hill Forts of Rajasthan,2013,Cultural,India
249,Group of Monuments at Mahabalipuram,1984,Cultural,India
250,Great Living Chola Temples,1987,Cultural,India
251,Agra Fort,1983,Cultural,India
252,Taj Mahal,1983,Cultural,India
255,Fatehpur Sikri,1986,Cultural,India
256,Wood Buffalo National Park,1983,Natural,Canada
258,Gulf of Porto: Calanche of Piana - Gulf of Girolata - Scandola Reserve,1983,Natural,France
259,Great Smoky Mountains National Park,1983,Natural,United States of America
260,Sangay National Park,1983,Natural,Ecuador
261,Vallée de Mai Nature Reserve,1983,Natural,Seychelles
262,Sanganeb Marine National Park and Dungonab Bay – Mukkawar Island Marine National Park,2016,Natural,Sudan
263,Monastery of the Hieronymites and Tower of Belém in Lisbon,1983,Cultural,Portugal
264,Monastery of Batalha,1983,Cultural,Portugal
265,Convent of Christ in Tomar,1983,Cultural,Portugal
266,La Fortaleza and San Juan National Historic Site in Puerto Rico,1983,Cultural,United States of America
267,Old City of Berne,1983,Cultural,Switzerland
268,Abbey of St Gall,1983,Cultural,Switzerland
269,Benedictine Convent of St John at Müstair,1983,Cultural,Switzerland
271,Pilgrimage Church of Wies,1983,Cultural,Germany
272,Hanseatic City of Lübeck,1987,Cultural,Germany
273,City of Cuzco,1983,Cultural,Peru
274,Historic Sanctuary of Machu Picchu,1983,Mixed,Peru
276,Samarra Archaeological City,2007,Cultural,Iraq
277,Hatra,1985,Cultural,Iraq
280,Salonga National Park,1984,Natural,Democratic Republic of the Congo
284,Chitwan National Park,1984,Natural,Nepal
285,Port - Fortresses and Group of Monuments - Cartagena,1984,Cultural,Colombia
286,Vatican City,1984,Cultural,Holy See
287,Rock-Art Sites of Tadrart Acacus,1985,Cultural,Libya
288,Castles of Augustusburg and Falkenlust at Brühl,1984,Cultural,Germany
289,Lake Malawi National Park,1984,Natural,Malawi
292,Cologne Cathedral,1996,Cultural,Germany
293,Anjar,1984,Cultural,Lebanon
294,Baalbek,1984,Cultural,Lebanon
295,Byblos,1984,Cultural,Lebanon
299,Tyre,1984,Cultural,Lebanon
300,Historic District of Old Québec,1985,Cultural,Canada
302,Mana Pools National Park - Sapi and Chewore Safari Areas,1984,Natural,Zimbabwe
303,Iguazu National Park,1984,Natural,Argentina
304,Canadian Rocky Mountain Parks,1984,Natural,Canada
306,Matobo Hills,2003,Cultural,Zimbabwe
307,Statue of Liberty,1984,Cultural,United States of America
308,Yosemite National Park,1984,Natural,United States of America
309,Historic Centre of Salvador de Bahia,1985,Cultural,Brazil
310,Cave of Altamira and Paleolithic Cave Art of Northern Spain,1985,Cultural,Spain
311,Old Town of Segovia and its Aqueduct,1985,Cultural,Spain
312,Monuments of Oviedo and the Kingdom of the Asturias,1985,Cultural,Spain
313,Historic Centre of Cordoba,1984,Cultural,Spain
314,Alhambra - Generalife and Albayzín - Granada,1984,Cultural,Spain
316,Burgos Cathedral,1984,Cultural,Spain
318,Monastery and Site of the Escurial - Madrid,1984,Cultural,Spain
320,Works of Antoni Gaudí ,1984,Cultural,Spain
321,Historic Mosque City of Bagerhat,1985,Cultural,Bangladesh
322,Ruins of the Buddhist Vihara at Paharpur,1985,Cultural,Bangladesh
323,Royal Palaces of Abomey,1985,Cultural,Benin
326,Petra,1985,Cultural,Jordan
327,Quseir Amra,1985,Cultural,Jordan
330,Chavin (Archaeological Site),1985,Cultural,Peru
331,Medina of Marrakesh,1985,Cultural,Morocco
332,Punic Town of Kerkuane and its Necropolis,1985,Cultural,Tunisia
333,Huascarán National Park,1985,Natural,Peru
334,Sanctuary of Bom Jesus do Congonhas,1985,Cultural,Brazil
335,Nanda Devi and Valley of Flowers National Parks  ,1988,Natural,India
337,Kaziranga National Park,1985,Natural,India
338,Manas Wildlife Sanctuary,1985,Natural,India
340,Keoladeo National Park,1985,Natural,India
344,Pont du Gard (Roman Aqueduct),1985,Cultural,France
345,Historic Fortified City of Carcassonne,1997,Cultural,France
347,Santiago de Compostela (Old Town),1985,Cultural,Spain
348,Old Town of Ávila with its Extra-Muros Churches,1985,Cultural,Spain
351,Painted Churches in the Troodos Region,1985,Cultural,Cyprus
352,Rock Art of Alta,1985,Cultural,Norway
353,Chaco Culture,1987,Cultural,United States of America
355,Iguaçu National Park,1986,Natural,Brazil
356,Historic Areas of Istanbul,1985,Cultural,Turkey
357,Göreme National Park and the Rock Sites of Cappadocia,1985,Mixed,Turkey
358,Great Mosque and Hospital of Divri?i,1985,Cultural,Turkey
359,Thracian Tomb of Sveshtari,1985,Cultural,Bulgaria
361,Historic Centre of Évora,1986,Cultural,Portugal
362,Old Town of Ghadamès,1986,Cultural,Libya
364,Great Zimbabwe National Monument,1986,Cultural,Zimbabwe
365,Khami Ruins National Monument,1986,Cultural,Zimbabwe
366,Chan Chan Archaeological Zone,1986,Cultural,Peru
367,Roman Monuments - Cathedral of St Peter and Church of Our Lady in Trier,1986,Cultural,Germany
368,Gondwana Rainforests of Australia,1986,Natural,Australia
369,Giant's Causeway and Causeway Coast,1986,Natural,United Kingdom of Great Britain and Northern Ireland
370,Durham Castle and Cathedral,1986,Cultural,United Kingdom of Great Britain and Northern Ireland
371,Ironbridge Gorge,1986,Cultural,United Kingdom of Great Britain and Northern Ireland
372,Studley Royal Park including the Ruins of Fountains Abbey,1986,Cultural,United Kingdom of Great Britain and Northern Ireland
373,Stonehenge - Avebury and Associated Sites,1986,Cultural,United Kingdom of Great Britain and Northern Ireland
374,Castles and Town Walls of King Edward in Gwynedd,1986,Cultural,United Kingdom of Great Britain and Northern Ireland
377,Hattusha: the Hittite Capital,1986,Cultural,Turkey
378,Mudejar Architecture of Aragon,1986,Cultural,Spain
379,Historic City of Toledo,1986,Cultural,Spain
380,Garajonay National Park,1986,Natural,Spain
381,Old City of Salamanca,1988,Cultural,Spain
383,Cathedral - Alcázar and Archivo de Indias in Seville,1987,Cultural,Spain
384,Old Town of Cáceres,1986,Cultural,Spain
385,Old City of Sana'a,1986,Cultural,Yemen
387,St Kilda,1986,Mixed,United Kingdom of Great Britain and Northern Ireland
389,Studenica Monastery,1986,Cultural,Serbia
390,Škocjan Caves,1986,Natural,Slovenia
392,Temple of Apollo Epicurius at Bassae,1986,Cultural,Greece
393,Archaeological Site of Delphi,1987,Cultural,Greece
394,Venice and its Lagoon,1987,Cultural,Italy
395,Piazza del Duomo - Pisa,1987,Cultural,Italy
398,Castel del Monte,1996,Cultural,Italy
400,Budapest - including the Banks of the Danube - the Buda Castle Quarter and Andrássy Avenue,1987,Cultural,Hungary
401,Old Village of Hollók? and its Surroundings,1987,Cultural,Hungary
402,Manú National Park,1987,Natural,Peru
403,Kilimanjaro National Park,1987,Natural,United Republic of Tanzania
404,Acropolis - Athens,1987,Cultural,Greece
405,Sinharaja Forest Reserve,1988,Natural,Sri Lanka
407,Dja Faunal Reserve,1987,Natural,Cameroon
409,Hawaii Volcanoes National Park,1987,Natural,United States of America
410,Sian Ka'an,1987,Natural,Mexico
411,Pre-Hispanic City and National Park of Palenque,1987,Cultural,Mexico
412,Historic Centre of Mexico City and Xochimilco,1987,Cultural,Mexico
414,Pre-Hispanic City of Teotihuacan,1987,Cultural,Mexico
415,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,1987,Cultural,Mexico
416,Historic Centre of Puebla,1987,Cultural,Mexico
417,Ibiza - Biodiversity and Culture,1999,Mixed,Spain
419,Gros Morne National Park,1987,Natural,Canada
420,City of Potosí,1987,Cultural,Bolivia (Plurinational State of)
421,Tongariro National Park,1990,Mixed,New Zealand
422,The English Lake District,2017,Cultural,United Kingdom of Great Britain and Northern Ireland
425,Blenheim Palace,1987,Cultural,United Kingdom of Great Britain and Northern Ireland
426,Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,1987,Cultural,United Kingdom of Great Britain and Northern Ireland
428,City of Bath,1987,Cultural,United Kingdom of Great Britain and Northern Ireland
429,New Lanark,2001,Cultural,United Kingdom of Great Britain and Northern Ireland
433,Bahla Fort,1987,Cultural,Oman
434,Archaeological Sites of Bat - Al-Khutm and Al-Ayn,1988,Cultural,Oman
437,Mount Taishan,1987,Mixed,China
438,The Great Wall,1987,Cultural,China
439,Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang,1987,Cultural,China
440,Mogao Caves,1987,Cultural,China
441,Mausoleum of the First Qin Emperor,1987,Cultural,China
442,Monticello and the University of Virginia in Charlottesville,1987,Cultural,United States of America
444,Ksar of Ait-Ben-Haddou,1987,Cultural,Morocco
445,Brasilia,1987,Cultural,Brazil
447,Ulu<U>r</U>u-Kata Tju<U>t</U>a National Park,1987,Mixed,Australia
448,Nemrut Da?,1987,Cultural,Turkey
449,Peking Man Site at Zhoukoudian,1987,Cultural,China
450,Sacred City of Kandy,1988,Cultural,Sri Lanka
451,Old Town of Galle and its Fortifications,1988,Cultural,Sri Lanka
452,Sundarbans National Park,1987,Natural,India
454,Mount Athos,1988,Mixed,Greece
455,Meteora,1988,Mixed,Greece
456,Paleochristian and Byzantine Monuments of Thessalonika,1988,Cultural,Greece
460,Trinidad and the Valley de los Ingenios,1988,Cultural,Cuba
474,Hortobágy National Park - the <i>Puszta</i>,1999,Cultural,Hungary
475,Manovo-Gounda St Floris National Park,1988,Natural,Central African Republic
476,Chongoni Rock-Art Area,2006,Cultural,Malawi
479,Town of Luang Prabang,1995,Cultural,Lao People's Democratic Republic
481,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,2001,Cultural,Lao People's Democratic Republic
482,Historic Town of Guanajuato and Adjacent Mines,1988,Cultural,Mexico
483,Pre-Hispanic City of Chichen-Itza,1988,Cultural,Mexico
484,Xanthos-Letoon,1988,Cultural,Turkey
485,Hierapolis-Pamukkale,1988,Mixed,Turkey
486,Wet Tropics of Queensland,1988,Natural,Australia
487,Henderson Island,1988,Natural,United Kingdom of Great Britain and Northern Ireland
488,Tower of London,1988,Cultural,United Kingdom of Great Britain and Northern Ireland
491,Sanctuary of Asklepios at Epidaurus,1988,Cultural,Greece
492,Taos Pueblo,1992,Cultural,United States of America
493,Medieval City of Rhodes,1988,Cultural,Greece
494,Tsingy de Bemaraha Strict Nature Reserve,1990,Natural,Madagascar
495,Strasbourg - Grande-Île and <em>Neustadt</em>,1988,Cultural,France
496,Canterbury Cathedral - St Augustine's Abbey - and St Martin's Church,1988,Cultural,United Kingdom of Great Britain and Northern Ireland
498,Medina of Sousse,1988,Cultural,Tunisia
499,Kairouan,1988,Cultural,Tunisia
500,Historic Centre of Lima,1988,Cultural,Peru
502,Historic City of Vigan,1999,Cultural,Philippines
505,Monastery of Alcobaça,1989,Cultural,Portugal
506,Banc d'Arguin National Park,1989,Natural,Mauritania
511,Archaeological Site of Mystras,1989,Cultural,Greece
514,Heart of Neolithic Orkney,1999,Cultural,United Kingdom of Great Britain and Northern Ireland
515,Abbey and Altenmünster of Lorsch,1991,Cultural,Germany
516,Cliff of Bandiagara (Land of the Dogons),1989,Mixed,Mali
517,Archaeological Site of Olympia,1989,Cultural,Greece
518,Poblet Monastery,1991,Cultural,Spain
522,Renaissance Monumental Ensembles of Úbeda and Baeza,2003,Cultural,Spain
524,Buddhist Monuments at Sanchi,1989,Cultural,India
526,Colonial City of Santo Domingo,1990,Cultural,Dominican Republic
527,Kiev: Saint-Sophia Cathedral and Related Monastic Buildings - Kiev-Pechersk Lavra,1990,Cultural,Ukraine
529,Jesuit Missions of the Chiquitos,1990,Cultural,Bolivia (Plurinational State of)
530,Delos,1990,Cultural,Greece
532,Palaces and Parks of Potsdam and Berlin,1990,Cultural,Germany
534,Garden Kingdom of Dessau-Wörlitz,2000,Cultural,Germany
535,Collegiate Church - Castle and Old Town of Quedlinburg,1994,Cultural,Germany
537,Monasteries of Daphni - Hosios Loukas and Nea Moni of Chios,1990,Cultural,Greece
540,Historic Centre of Saint Petersburg and Related Groups of Monuments,1990,Cultural,Russian Federation
541,Vilnius Historic Centre,1994,Cultural,Lithuania
543,Itchan Kala,1990,Cultural,Uzbekistan
544,Kizhi Pogost,1990,Cultural,Russian Federation
545,Kremlin and Red Square - Moscow,1990,Cultural,Russian Federation
546,Maulbronn Monastery Complex,1993,Cultural,Germany
547,Mount Huangshan,1990,Mixed,China
548,Río Abiseo National Park,1990,Mixed,Peru
549,18th-Century Royal Palace at Caserta with the Park - the Aqueduct of Vanvitelli - and the San Leucio Complex,1997,Cultural,Italy
550,Historic Centre of San Gimignano,1990,Cultural,Italy
551,Te Wahipounamu – South West New Zealand,1990,Natural,New Zealand
554,Whale Sanctuary of El Vizcaino,1993,Natural,Mexico
555,Birka and Hovgården,1993,Cultural,Sweden
556,Engelsberg Ironworks,1993,Cultural,Sweden
557,Rock Carvings in Tanum,1994,Cultural,Sweden
558,Skogskyrkogården,1994,Cultural,Sweden
559,Royal Domain of Drottningholm,1991,Cultural,Sweden
